accuracy,areaUnderPR,areaUnderROC,fMeasure,falsePositiveRate,precision,recall,truePositiveRate
0.8561872909698997,0.5048550507258496,0.8205204081632653,0.5520833333333334,0.082,0.5638297872340425,0.5408163265306123,0.5408163265306123
